1343764288 0 0 0 0 1 0 0 0
1343846765 1 0 0 0 1 0 0 0
1343927815 2 0 0 0 1 0 0 0
1343950599 3 0 0 0 1 0 0 0
1344181742 4 0 0 0 1 0 0 0
1344196610 5 0 0 0 1 0 0 0
1344355461 6 0 0 0 1 0 0 0
1344358014 7 0 0 0 1 0 0 0
1344364719 8 0 0 0 1 0 0 0
1344368192 9 0 0 0 1 0 0 0
1345162368 10 0 0 0 1 0 0 0
1345164548 11 0 0 0 1 0 0 0
1345244584 12 0 0 0 1 0 0 0
1345412776 13 0 0 0 1 0 0 0
1345416179 14 0 0 0 1 0 0 0
1345417870 15 0 0 0 1 0 0 0
1345487792 16 0 0 0 1 0 0 0
1345499422 17 0 0 0 1 0 0 0
1345658513 18 0 0 0 1 0 0 0
1345659165 19 0 0 0 1 0 0 0
1345659293 20 0 0 0 1 0 0 0
1345659538 21 0 0 0 1 0 0 0
1345659604 22 0 0 0 1 0 0 0
1345659665 23 0 0 0 1 0 0 0
1345660003 24 0 0 0 1 0 0 0
1345660051 25 0 0 0 1 0 0 0
1345660121 26 0 0 0 1 0 0 0
1345661399 27 0 0 0 1 0 0 0
1345661491 28 0 0 0 1 0 0 0
1345661632 29 0 0 0 1 0 0 0
1345661669 30 0 0 0 1 0 0 0
1345671103 31 0 0 0 1 0 0 0
1345671202 32 0 0 0 1 0 0 0
1345671372 33 0 0 0 1 0 0 0
1345675216 34 0 0 0 1 0 0 0
1345675338 35 0 0 0 1 0 0 0
1345675732 36 0 0 0 1 0 0 0
1345675845 37 0 0 0 1 0 0 0
1345675921 38 0 0 0 1 0 0 0
1345676065 39 0 0 0 1 0 0 0
1345676233 40 0 0 0 1 0 0 0
1345676734 41 0 0 0 1 0 0 0
1345677184 42 0 0 0 1 0 0 0
1345677255 43 0 0 0 1 0 0 0
1345677342 44 0 0 0 1 0 0 0
1346102919 44 0 0 0 1 0 1 0
1346259307 45 0 0 0 1 0 1 0
1346452939 46 0 0 0 1 0 1 0
1346799226 47 0 0 0 1 0 1 0
1346801844 48 0 0 0 1 0 1 0
1346870301 49 0 0 0 1 0 1 0
1346872009 50 0 0 0 1 0 1 0
1346882022 51 0 0 0 1 0 1 0
1346882362 52 0 0 0 1 0 1 0
1346882476 53 0 0 0 1 0 1 0
1346883022 54 0 0 0 1 0 1 0
1346889721 55 0 0 0 1 0 1 0
1346963383 56 0 0 0 1 0 1 0
1346973001 57 0 0 0 1 0 1 0
1347305239 58 0 0 0 1 0 1 0
1347384822 59 0 0 0 1 0 1 0
1347470710 60 0 0 0 1 0 1 0
1347489115 61 0 0 0 1 0 1 0
1347567438 62 0 0 0 1 0 1 0
1347567629 63 0 0 0 1 0 1 0
1347581083 64 0 0 0 1 0 1 0
1347581741 65 0 0 0 1 0 1 0
1347648802 66 0 0 0 1 0 1 0
1347915962 67 0 0 0 1 0 1 0
1348953201 67 0 0 1 1 0 1 0
1348953972 67 0 0 2 1 0 1 0
1348954341 67 0 0 3 1 0 1 0
1348955807 67 0 0 4 1 0 1 0
1349221281 68 0 0 4 1 0 1 0
1349221344 69 0 0 4 1 0 1 0
1349221592 70 0 0 4 1 0 1 0
1349221771 71 0 0 4 1 0 1 0
1349299363 72 0 0 4 1 0 1 0
1349306488 73 0 0 4 1 0 1 0
1349306530 74 0 0 4 1 0 1 0
1350331518 75 0 0 4 1 0 1 0
1350341829 76 0 0 4 1 0 1 0
1351018918 77 0 0 4 1 0 1 0
1351023651 78 0 0 4 1 0 1 0
1351030976 79 0 0 4 1 0 1 0
1351621369 80 0 0 4 1 0 1 0
1351621530 81 0 0 4 1 0 1 0
1354834133 82 0 0 4 1 0 1 0
1354839698 83 0 0 4 1 0 1 0
1355178648 84 0 0 4 1 0 1 0
1358245254 84 0 0 4 1 1 1 0
1358245430 84 0 0 4 1 2 1 0
1358276765 84 0 0 4 2 2 1 0
1361296840 85 0 0 4 2 2 1 0
1361297012 86 0 0 4 2 2 1 0
1362598920 87 0 0 4 2 2 1 0
1362599468 88 0 0 4 2 2 1 0
1362600110 89 0 0 4 2 2 1 0
1362606370 90 0 0 4 2 2 1 0
1362606436 91 0 0 4 2 2 1 0
1362616569 92 0 0 4 2 2 1 0
1362616607 93 0 0 4 2 2 1 0
1363642255 94 0 0 4 2 2 1 0
1363645086 95 0 0 4 2 2 1 0
1376959860 95 0 0 4 2 2 1 1
1377020194 95 0 0 4 3 2 1 1
1377022841 96 0 0 4 3 2 1 1
1377024214 97 0 0 4 3 2 1 1
1377028247 98 0 0 4 3 2 1 1
1377028559 99 0 0 4 3 2 1 1
1386715961 99 0 1 4 3 2 1 1
1386716177 99 0 2 4 3 2 1 1
1390412444 99 0 3 4 3 2 1 1
1390412930 99 0 4 4 3 2 1 1
1390420209 99 0 5 4 3 2 1 1
1390420228 99 0 6 4 3 2 1 1
1390420967 99 0 7 4 3 2 1 1
1390421035 99 0 8 4 3 2 1 1
1410905423 99 1 8 4 3 2 1 1
1410905523 99 2 8 4 3 2 1 1
1410905670 99 3 8 4 3 2 1 1
1410905764 99 4 8 4 3 2 1 1
1410905786 99 5 8 4 3 2 1 1
1410905856 99 6 8 4 3 2 1 1
1410905884 99 7 8 4 3 2 1 1
1410906278 99 8 8 4 3 2 1 1
1412879222 99 9 8 4 3 2 1 1
