gmail.com 1 263
kobobooks.com 2 150
kobo.com 3 69
txtr.com 4 44
evidentpoint.com 5 39
bluefirereader.com 6 21
geofx.com 7 20
? 8 17
g.com 9 12
datalogics.com 10 12
