1368424410 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1368496227 0 331 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1368513997 0 331 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1368515415 0 434 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1369012326 0 465 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1369041823 0 465 0 0 0 0 0 0 0 0 0 0 277 0 0 0 0 0 0 0
1369101530 0 465 0 0 0 0 0 0 0 0 0 0 317 0 0 0 0 0 0 0
1369127050 0 465 0 0 0 0 0 0 0 0 0 0 317 0 21 0 0 0 0 0
1369225281 0 466 0 0 0 0 0 0 0 0 0 0 317 0 21 0 0 0 0 0
1369225315 0 468 0 0 0 0 0 0 0 0 0 0 317 0 21 0 0 0 0 0
1369239104 0 577 0 0 0 0 0 0 0 0 0 0 317 0 21 0 0 0 0 0
1369239403 0 578 0 0 0 0 0 0 0 0 0 0 317 0 21 0 0 0 0 0
1369277700 0 732 0 0 0 0 0 0 0 0 0 0 317 0 21 0 0 0 0 0
1369289807 0 732 0 0 0 0 0 0 0 0 0 0 317 0 21 0 0 0 0 0
1369290279 0 733 0 0 0 0 0 0 0 0 0 0 317 0 21 0 0 0 0 0
1369292926 0 733 0 0 0 0 0 0 0 0 0 0 338 0 21 0 0 0 0 0
1369294641 0 849 0 0 0 0 0 0 0 0 0 0 338 0 21 0 0 0 0 0
1369296077 0 857 0 0 0 0 0 0 0 0 0 0 338 0 21 0 0 0 0 0
1369297117 0 857 0 0 0 0 0 0 0 0 0 0 1014 0 21 0 0 0 0 0
1369297387 0 857 0 0 0 0 0 0 0 0 0 0 1014 0 21 0 0 0 0 0
1369301187 0 908 0 0 0 0 0 0 0 0 0 0 1014 0 21 0 0 0 0 0
1369366244 0 973 0 0 0 0 0 0 0 0 0 0 1014 0 21 0 0 0 0 0
1369466785 0 1013 0 0 0 0 0 0 0 0 0 0 1014 0 21 0 0 0 0 0
1369472343 0 1052 0 0 0 0 0 0 0 0 0 0 1014 0 21 0 0 0 0 0
1369473398 0 1052 0 0 0 0 0 0 0 0 0 0 1014 0 34 0 0 0 0 0
1369492319 0 1052 0 0 0 0 0 0 0 0 0 0 1014 0 34 0 0 0 0 0
1369493143 0 1052 0 0 0 0 0 0 0 0 0 0 1014 0 34 0 0 0 0 0
1370309205 0 1052 0 0 635 0 0 0 0 0 0 0 1014 0 34 0 0 0 0 0
1370309417 0 1052 0 0 646 0 0 0 0 0 0 0 1014 0 34 0 0 0 0 0
1372242314 0 1052 0 0 647 0 0 0 0 0 0 0 1014 0 34 0 0 0 0 0
1374482696 0 1052 0 0 649 0 0 0 0 0 0 0 1014 0 34 0 0 0 0 0
1374504098 0 1052 0 0 2092 0 0 0 0 0 0 0 1014 0 34 0 0 0 0 0
1374586015 0 1052 0 0 2101 0 0 0 0 0 0 0 1014 0 34 0 0 0 0 0
1374587767 0 1052 0 0 2139 0 0 0 0 0 0 0 1014 0 34 0 0 0 0 0
1374587937 0 1052 0 0 2172 0 0 0 0 0 0 0 1014 0 34 0 0 0 0 0
1374589025 0 1052 0 0 2172 0 0 0 0 0 0 1 1014 0 34 0 0 0 0 0
1374593918 0 1052 0 0 2172 0 0 0 0 0 0 1 1014 0 34 0 0 0 0 0
1374594352 0 1052 0 0 2212 0 0 0 0 0 0 1 1014 0 34 0 0 0 0 0
1374594473 0 1052 0 0 2212 0 0 0 0 0 0 1 1014 0 34 0 0 0 0 0
1374594990 0 1052 0 0 2212 0 0 0 0 0 0 2 1014 0 34 0 0 0 0 0
1374595889 0 1052 0 0 2212 0 0 0 0 0 0 3 1014 0 34 0 0 0 0 0
1374596066 0 1052 0 0 2212 0 0 0 0 0 0 4 1014 0 34 0 0 0 0 0
1374644313 0 1052 0 0 2212 0 0 2 0 0 0 4 1014 0 34 0 0 0 0 0
1374644529 0 1052 0 0 2212 0 0 2 0 0 0 4 1014 0 34 0 0 0 0 0
1374644759 0 1052 0 0 2212 0 0 2 0 0 0 4 1014 0 34 0 0 0 0 0
1375007885 0 1052 0 0 4423 0 0 102 0 0 0 106 1014 0 34 0 0 0 0 0
1375008250 0 1052 0 0 4423 0 0 102 0 0 0 106 1014 0 34 0 0 0 0 0
1375062850 0 1052 0 0 4423 0 0 113 0 0 0 106 1014 0 34 0 0 0 0 0
1375107913 0 1153 0 0 4423 0 0 198 0 0 0 106 1014 0 34 0 0 0 0 0
1375108948 0 1156 0 0 4423 0 0 198 0 0 0 106 1014 0 34 0 0 0 0 0
1375115514 0 1159 0 0 4423 0 0 198 0 0 0 106 1014 0 34 0 0 0 0 0
1375164423 0 1159 0 0 4423 0 0 348 0 0 0 106 1014 0 34 0 0 0 0 0
1375167464 0 1159 0 0 4423 0 0 353 0 0 0 106 1014 0 34 0 0 0 0 0
1375169422 0 1203 0 0 4423 0 0 353 0 0 0 106 1014 0 34 0 0 0 0 0
1375170052 0 1203 0 0 4423 0 0 353 0 0 0 106 1014 0 34 0 0 0 0 0
