2013-01-15 2
2013-01-15 64
2013-01-16 64
2013-01-18 70
2013-01-21 64
2013-01-21 70
2013-01-22 67
2013-01-24 69
2013-01-24 75
2013-01-25 69
2013-01-28 69
2013-01-28 75
2013-01-31 70
2013-01-31 74
2013-02-05 76
2013-02-06 70
2013-02-06 77
2013-02-07 77
2013-02-08 77
2013-02-18 82
2013-03-03 94
2013-03-12 82
2013-03-12 96
2013-03-13 96
2013-03-14 96
2013-03-15 102
2013-03-15 108
2013-03-15 96
2013-03-20 102
2013-03-21 104
2013-03-22 108
2013-03-22 96
2013-03-24 108
2013-03-25 105
2013-03-25 108
2013-03-26 106
2013-03-27 106
2013-03-28 106
2013-04-01 106
2013-04-02 106
2013-04-02 118
2013-04-04 101
2013-04-04 118
2013-04-08 101
2013-04-09 101
2013-04-11 101
2013-04-16 101
2013-04-17 101
2013-04-17 103
2013-04-18 101
2013-04-18 103
2013-04-22 104
2013-04-26 101
2013-04-27 101
2013-04-28 101
2013-04-29 101
2013-05-02 101
2013-05-02 104
2013-05-06 109
2013-05-10 113
2013-05-14 116
2013-05-15 116
2013-05-16 116
2013-05-17 116
2013-05-22 116
2013-05-22 117
2013-05-23 116
2013-05-28 116
2013-06-03 116
2013-06-07 116
2013-06-10 116
2013-06-12 116
2013-06-17 118
2013-06-18 118
2013-06-19 118
2013-06-21 118
2013-06-24 118
2013-06-25 118
2013-07-08 118
2013-07-11 97
2013-07-12 99
2013-07-15 99
2013-07-17 104
2013-07-18 131
2013-07-18 148
2013-07-19 104
2013-07-19 136
2013-07-22 136
2013-07-24 136
2013-07-25 136
2013-07-28 136
2013-07-29 136
2013-07-30 136
2013-07-31 139
2013-08-01 141
2013-08-02 141
2013-08-05 135
2013-08-06 143
2013-08-08 143
2013-08-09 143
2013-08-12 143
2013-08-13 141
2013-08-13 142
2013-08-13 143
2013-08-16 145
2013-08-16 159
2013-08-20 145
2013-08-21 145
2013-08-21 147
2013-08-22 147
2013-08-29 147
2013-08-29 151
2013-08-30 151
2013-09-04 147
2013-09-04 151
2013-09-05 151
2013-09-06 151
2013-09-07 151
2013-09-08 152
2013-09-09 152
2013-09-10 147
2013-09-10 152
2013-09-11 147
2013-09-12 147
2013-09-15 147
2013-09-16 147
2013-09-17 147
2013-09-18 145
2013-09-18 147
2013-09-25 145
2013-09-26 150
2013-09-27 150
2013-09-28 150
2013-09-30 147
2013-10-01 150
2013-10-02 150
2013-10-03 150
2013-10-04 147
2013-10-04 150
2013-10-05 150
2013-10-07 150
2013-10-08 150
2013-10-09 150
2013-10-10 150
2013-10-10 160
2013-10-10 164
2013-10-11 160
2013-10-12 160
2013-10-13 160
2013-10-14 160
2013-10-14 191
2013-10-15 147
2013-10-15 150
2013-10-15 191
2013-10-16 191
2013-10-17 150
2013-10-17 191
2013-10-19 191
2013-10-21 147
2013-10-21 191
2013-10-22 191
2013-10-23 191
2013-10-27 191
2013-11-06 191
2013-11-08 191
2013-11-09 191
2013-11-10 191
2013-11-12 191
2013-11-20 191
2013-11-21 191
2013-11-22 191
2013-11-25 191
2013-11-26 191
2013-11-27 191
2013-11-28 191
2013-11-29 191
2013-12-02 191
2013-12-03 191
2013-12-04 191
2013-12-09 191
2013-12-10 160
2013-12-10 161
2013-12-11 161
2013-12-19 161
2013-12-20 161
2013-12-29 161
2014-01-07 161
2014-01-13 161
2014-01-14 161
2014-01-15 161
2014-01-16 161
2014-01-20 161
2014-01-21 161
2014-02-05 161
2014-02-10 161
2014-02-11 161
2014-02-12 161
2014-02-13 161
2014-03-06 161
2014-03-13 161
2014-03-17 208
2014-03-19 161
2014-03-19 207
2014-03-22 207
2014-04-03 207
2014-04-09 207
2014-04-14 207
2014-04-19 207
2014-04-19 208
2014-04-21 208
2014-04-22 208
2014-04-30 208
2014-06-10 208
2014-07-09 208
2014-07-30 208
2014-08-05 208
2014-08-07 208
2014-08-07 210
2014-09-17 208
2014-09-17 210
2014-09-29 208
2014-09-29 209
2014-09-29 210
2014-10-06 209
2014-10-12 209
2014-10-12 210
2014-10-14 210
2014-10-15 210
2014-10-18 210
2014-10-19 210
2014-10-20 210
2014-10-20 211
2014-10-22 211
2014-10-23 211
2014-10-28 211
2014-11-03 208
2014-11-03 212
2014-11-05 212
2014-11-06 212
2014-11-08 214
2014-11-08 215
2014-11-09 215
2014-11-10 212
2014-11-11 212
2014-11-12 212
2014-11-13 212
2014-11-16 212
2014-11-19 212
2014-11-20 212
2014-11-20 215
2014-11-22 215
2014-11-24 215
2014-12-03 215
2014-12-04 215
2014-12-12 215
2014-12-16 215
2014-12-17 215
2014-12-24 215
2014-12-26 215
2014-12-31 215
2015-01-27 215
2015-02-12 215
2015-03-03 215
2015-03-20 215
2015-03-23 215
2015-04-02 215
2015-05-05 215
