1343764288 0 0 0 0 4 0 0 0
1343846765 565 0 0 0 4 0 0 0
1343927815 1632 0 0 0 4 0 0 0
1343950599 1836 0 0 0 4 0 0 0
1344181742 2076 0 0 0 4 0 0 0
1344196610 2104 0 0 0 4 0 0 0
1344355461 2110 0 0 0 4 0 0 0
1344358014 2173 0 0 0 4 0 0 0
1344364719 2303 0 0 0 4 0 0 0
1344368192 2387 0 0 0 4 0 0 0
1345162368 2543 0 0 0 4 0 0 0
1345164548 3469 0 0 0 4 0 0 0
1345244584 3557 0 0 0 4 0 0 0
1345412776 4120 0 0 0 4 0 0 0
1345416179 4169 0 0 0 4 0 0 0
1345417870 4274 0 0 0 4 0 0 0
1345487792 4274 0 0 0 4 0 0 0
1345499422 4368 0 0 0 4 0 0 0
1345658513 4497 0 0 0 4 0 0 0
1345659165 4504 0 0 0 4 0 0 0
1345659293 4508 0 0 0 4 0 0 0
1345659538 4523 0 0 0 4 0 0 0
1345659604 4532 0 0 0 4 0 0 0
1345659665 4536 0 0 0 4 0 0 0
1345660003 4551 0 0 0 4 0 0 0
1345660051 4557 0 0 0 4 0 0 0
1345660121 4565 0 0 0 4 0 0 0
1345661399 4593 0 0 0 4 0 0 0
1345661491 4596 0 0 0 4 0 0 0
1345661632 4597 0 0 0 4 0 0 0
1345661669 4598 0 0 0 4 0 0 0
1345671103 4607 0 0 0 4 0 0 0
1345671202 4608 0 0 0 4 0 0 0
1345671372 4609 0 0 0 4 0 0 0
1345675216 4660 0 0 0 4 0 0 0
1345675338 4662 0 0 0 4 0 0 0
1345675732 4664 0 0 0 4 0 0 0
1345675845 4670 0 0 0 4 0 0 0
1345675921 4685 0 0 0 4 0 0 0
1345676065 4686 0 0 0 4 0 0 0
1345676233 4688 0 0 0 4 0 0 0
1345676734 4689 0 0 0 4 0 0 0
1345677184 4694 0 0 0 4 0 0 0
1345677255 4695 0 0 0 4 0 0 0
1345677342 4696 0 0 0 4 0 0 0
1346102919 4696 0 0 0 4 0 2 0
1346259307 4696 0 0 0 4 0 2 0
1346452939 4697 0 0 0 4 0 2 0
1346799226 5564 0 0 0 4 0 2 0
1346801844 5579 0 0 0 4 0 2 0
1346870301 5745 0 0 0 4 0 2 0
1346872009 5870 0 0 0 4 0 2 0
1346882022 6320 0 0 0 4 0 2 0
1346882362 6320 0 0 0 4 0 2 0
1346882476 6320 0 0 0 4 0 2 0
1346883022 6320 0 0 0 4 0 2 0
1346889721 6487 0 0 0 4 0 2 0
1346963383 6546 0 0 0 4 0 2 0
1346973001 6547 0 0 0 4 0 2 0
1347305239 6639 0 0 0 4 0 2 0
1347384822 6673 0 0 0 4 0 2 0
1347470710 6852 0 0 0 4 0 2 0
1347489115 6891 0 0 0 4 0 2 0
1347567438 6910 0 0 0 4 0 2 0
1347567629 6912 0 0 0 4 0 2 0
1347581083 7065 0 0 0 4 0 2 0
1347581741 7078 0 0 0 4 0 2 0
1347648802 7280 0 0 0 4 0 2 0
1347915962 7389 0 0 0 4 0 2 0
1348953201 7389 0 0 16 4 0 2 0
1348953972 7389 0 0 29 4 0 2 0
1348954341 7389 0 0 47 4 0 2 0
1348955807 7389 0 0 106 4 0 2 0
1349221281 7427 0 0 106 4 0 2 0
1349221344 7427 0 0 106 4 0 2 0
1349221592 7430 0 0 106 4 0 2 0
1349221771 7432 0 0 106 4 0 2 0
1349299363 7496 0 0 106 4 0 2 0
1349306488 7550 0 0 106 4 0 2 0
1349306530 7550 0 0 106 4 0 2 0
1350331518 9866 0 0 106 4 0 2 0
1350341829 9960 0 0 106 4 0 2 0
1351018918 10267 0 0 106 4 0 2 0
1351023651 10347 0 0 106 4 0 2 0
1351030976 10468 0 0 106 4 0 2 0
1351621369 10492 0 0 106 4 0 2 0
1351621530 10493 0 0 106 4 0 2 0
1354834133 10585 0 0 106 4 0 2 0
1354839698 10677 0 0 106 4 0 2 0
1355178648 10808 0 0 106 4 0 2 0
1358245254 10808 0 0 106 4 1 2 0
1358245430 10808 0 0 106 4 2 2 0
1358276765 10808 0 0 106 4 2 2 0
1361296840 10861 0 0 106 4 2 2 0
1361297012 10896 0 0 106 4 2 2 0
1362598920 10934 0 0 106 4 2 2 0
1362599468 10960 0 0 106 4 2 2 0
1362600110 10960 0 0 106 4 2 2 0
1362606370 11007 0 0 106 4 2 2 0
1362606436 11040 0 0 106 4 2 2 0
1362616569 11047 0 0 106 4 2 2 0
1362616607 11054 0 0 106 4 2 2 0
1363642255 11055 0 0 106 4 2 2 0
1363645086 11086 0 0 106 4 2 2 0
1376959860 11086 0 0 106 4 2 2 10
1377020194 11086 0 0 106 4 2 2 10
1377022841 11096 0 0 106 4 2 2 10
1377024214 11096 0 0 106 4 2 2 10
1377028247 11096 0 0 106 4 2 2 10
1377028559 11099 0 0 106 4 2 2 10
1386715961 11099 0 55 106 4 2 2 10
1386716177 11099 0 14478 106 4 2 2 10
1390412444 11099 0 14478 106 4 2 2 10
1390412930 11099 0 14479 106 4 2 2 10
1390420209 11099 0 14539 106 4 2 2 10
1390420228 11099 0 14551 106 4 2 2 10
1390420967 11099 0 14554 106 4 2 2 10
1390421035 11099 0 14554 106 4 2 2 10
1410905423 11099 0 14554 106 4 2 2 10
1410905523 11099 2 14554 106 4 2 2 10
1410905670 11099 7 14554 106 4 2 2 10
1410905764 11099 9606 14554 106 4 2 2 10
1410905786 11099 9610 14554 106 4 2 2 10
1410905856 11099 9717 14554 106 4 2 2 10
1410905884 11099 9720 14554 106 4 2 2 10
1410906278 11099 9721 14554 106 4 2 2 10
1412879222 11099 9721 14554 106 4 2 2 10
