1360420282 0 0 0 0 0 0 0 0 0 0 0
1360420400 0 0 0 0 0 0 2456 0 0 0 0
1360462899 3 0 0 0 0 0 2456 0 0 0 0
1360681754 3 0 0 0 0 0 2456 0 0 0 0
1360899194 117 0 0 0 0 0 2456 0 0 0 0
1360953351 1446 0 0 0 0 0 2456 0 0 0 0
1360970919 1575 0 0 0 0 0 2456 0 0 0 0
1361912771 1600 0 0 0 0 0 2456 0 0 0 0
1362184414 6128 0 0 0 0 0 2456 0 0 0 0
1362184784 6128 0 0 0 0 0 2456 0 0 0 0
1362185259 6146 0 0 0 0 0 2456 0 0 0 0
1363031166 6665 0 0 0 0 0 2456 0 0 0 0
1363104937 6666 0 0 0 0 0 2456 0 0 0 0
1363877314 6673 0 0 0 0 0 2456 0 0 0 0
1363886413 6731 0 0 0 0 0 2456 0 0 0 0
1363889834 6732 0 0 0 0 0 2456 0 0 0 0
1363950288 6732 1 0 0 0 0 2456 0 0 0 0
1363951375 6732 2 0 0 0 0 2456 0 0 0 0
1364314961 6733 2 0 0 0 0 2456 0 0 0 0
1364314995 6733 2 0 0 0 0 2456 0 0 0 0
1364921268 9897 2 0 0 0 0 2456 0 0 0 0
1364921355 9897 2 0 0 0 0 2456 0 0 0 0
1365544391 9898 2 0 0 0 0 2456 0 0 0 0
1365544824 9898 2 0 0 0 0 2456 0 0 0 0
1366398344 10421 2 0 0 0 0 2456 0 0 0 0
1366488780 11192 2 0 0 0 0 2456 0 0 0 0
1367001329 11192 2 0 0 0 0 2456 0 0 0 17
1367539463 11193 2 0 0 0 0 2456 0 0 0 17
1367539624 11193 2 0 0 0 0 2456 0 0 0 17
1369261197 11237 2 0 0 0 0 2456 0 0 0 17
1370403447 11308 2 0 0 0 0 2456 0 0 0 17
1370491044 13904 2 0 0 0 0 2456 0 0 0 17
1371059854 14087 2 0 0 0 0 2456 0 0 0 17
1371098429 14087 2 0 17 0 0 2456 0 0 0 17
1371137124 14106 2 0 17 0 0 2456 0 0 0 17
1371141719 14108 2 0 17 0 0 2456 0 0 0 17
1371670833 14109 2 0 17 0 0 2456 0 0 0 17
1372087997 14110 2 0 17 0 0 2456 0 0 0 17
1372088190 14110 2 0 17 0 0 2456 0 0 0 17
1372288372 14425 2 0 17 0 0 2456 0 0 0 17
1373301410 14426 2 0 17 0 0 2456 0 0 0 17
1373301498 14426 2 0 17 0 0 2456 0 0 0 17
1373668262 14430 2 0 17 0 0 2456 0 0 0 17
1373670969 14488 2 0 17 0 0 2456 0 0 0 17
1374956738 15012 2 0 17 0 0 2456 0 0 0 17
1375131927 15083 2 0 17 0 0 2456 0 0 0 17
1375713163 15083 2 0 17 0 0 2456 0 0 4 17
1377035107 15163 2 0 17 0 0 2456 0 0 4 17
1377109622 15183 2 0 17 0 0 2456 0 0 4 17
1377291412 15203 2 0 17 0 0 2456 0 0 4 17
1377535638 15203 2 0 17 0 0 2456 0 0 4 17
1377535692 15203 2 0 17 0 0 2456 0 0 4 17
1380827753 15203 2 0 34 0 0 2456 0 0 4 17
1381155349 15203 4 0 34 0 0 2456 0 0 4 17
1381156073 15203 4 0 34 0 0 2456 0 0 4 17
1381156708 15207 4 0 34 0 0 2456 0 0 4 17
1381157953 15277 4 0 34 0 0 2456 0 0 4 17
1381159626 15277 4 0 34 0 0 2456 0 0 4 17
1381764902 15280 4 0 34 0 0 2456 0 0 4 17
1381765050 15280 4 0 34 0 0 2456 0 0 4 17
1381765113 15280 4 0 34 0 0 2456 0 0 4 17
1381866935 15280 4 0 34 0 0 2456 0 0 4 17
1382054651 15808 4 0 34 0 0 2456 0 0 4 17
1382186804 15808 8 0 34 0 0 2456 0 0 4 17
1382200643 15808 32 0 34 0 0 2456 0 0 4 17
1382202604 15808 40 0 34 0 0 2456 0 0 4 17
1382203259 15808 89 0 34 0 0 2456 0 0 4 17
1382220463 15808 90 0 34 0 0 2456 0 0 4 17
1382442239 15808 104 0 34 0 0 2456 0 0 4 17
1382466789 15808 105 0 34 0 0 2456 0 0 4 17
1382886997 15808 109 0 34 0 0 2456 0 0 4 17
1383914404 15808 113 0 34 0 0 2456 0 0 4 17
1383921080 15808 114 0 34 0 0 2456 0 0 4 17
1384113772 15808 134 0 34 0 0 2456 0 0 4 17
1384114270 15808 136 0 34 0 0 2456 0 0 4 17
1384114305 15808 136 0 34 0 0 2456 0 0 4 17
1384802194 21377 136 0 34 0 0 2456 0 0 4 17
1385258151 21800 136 0 34 0 0 2456 0 0 4 17
1385400595 21833 136 0 34 0 0 2456 0 0 4 17
1385409491 21833 136 0 38 0 0 2456 0 0 4 17
1385425251 21833 173 0 38 0 0 2456 0 0 4 17
1385425493 21833 173 0 38 0 0 2456 0 0 4 17
1385488641 21833 175 0 38 0 0 2456 0 0 4 17
1385506779 21833 175 0 39 0 0 2456 0 0 4 17
1385542760 21833 210 0 39 0 0 2456 0 0 4 17
1385542926 21833 210 0 39 0 0 2456 0 0 4 17
1385542983 21833 212 0 39 0 0 2456 0 0 4 17
1385555939 21833 213 0 39 0 0 2456 0 0 4 17
1385596385 21833 219 0 39 0 0 2456 0 0 4 17
1385642817 21833 224 0 39 0 0 2456 0 0 4 17
1386083353 21834 224 0 39 0 0 2456 0 0 4 17
1386083730 21834 224 0 39 0 0 2456 0 0 4 17
1386086111 21834 224 0 39 0 0 2456 0 0 4 17
1386541307 21834 929 0 39 0 0 2456 0 0 4 17
1386589479 21834 1021 0 39 0 0 2456 0 0 4 17
1386591782 21834 1025 0 39 0 0 2456 0 0 4 17
1386735053 21838 1025 0 39 0 0 2456 0 0 4 17
1386735445 21921 1025 0 39 0 0 2456 0 0 4 17
1387208582 21924 1025 0 39 0 0 2456 0 0 4 17
1387215358 22030 1025 0 39 0 0 2456 0 0 4 17
1387221187 22031 1025 0 39 0 0 2456 0 0 4 17
1387260352 22122 1025 0 39 0 0 2456 0 0 4 17
1387260934 22122 1025 0 39 0 0 2456 0 0 4 17
1387493003 22123 1025 0 39 0 0 2456 0 0 4 17
1387573888 22125 1025 0 39 0 0 2456 0 0 4 17
1387574257 22125 1025 0 39 0 0 2456 0 0 4 17
1388199380 22132 1025 0 39 0 0 2456 0 0 4 17
1389136001 22132 1032 0 39 0 0 2456 0 0 4 17
1389144493 22132 1032 0 42 0 0 2456 0 0 4 17
1389154630 22145 1032 0 42 0 0 2456 0 0 4 17
1389154714 22145 1032 0 46 0 0 2456 0 0 4 17
1389154784 22145 1032 0 46 0 0 2456 0 0 4 17
1389624586 22145 1034 0 46 0 0 2456 0 0 4 17
1389663219 22169 1034 0 46 0 0 2456 0 0 4 17
1390326778 22169 1034 0 48 0 0 2456 0 0 4 17
1390494148 22178 1034 0 48 0 0 2456 0 0 4 17
1391628090 22178 1034 0 49 0 0 2456 0 0 4 17
1394206527 22178 1036 0 49 0 0 2456 0 0 4 17
1394498061 22301 1036 0 49 0 0 2456 0 0 4 17
1394544008 22303 1036 0 49 0 0 2456 0 0 4 17
1394654432 22309 1036 0 49 0 0 2456 0 0 4 17
1394710860 22309 1044 0 49 0 0 2456 0 0 4 17
1394816496 22309 1044 0 54 0 0 2456 0 0 4 17
1394901557 22670 1044 0 54 0 0 2456 0 0 4 17
1394902894 46132 1044 0 54 0 0 2456 0 0 4 17
1394919439 46349 1044 0 54 0 0 2456 0 0 4 17
1395093737 46355 1044 0 54 0 0 2456 0 0 4 17
1395364906 46474 1044 0 54 0 0 2456 0 0 4 17
1395478751 46474 1045 0 54 0 0 2456 0 0 4 17
1395487694 46474 1047 0 54 0 0 2456 0 0 4 17
1395772010 46474 1047 0 54 0 0 2456 0 0 4 17
1396715830 46791 1047 0 54 0 0 2456 0 0 4 17
