1373476178 0 0 0 0 0 0 0 0 0 0 0 4 0 0
1373495022 0 4964 0 0 0 0 0 0 0 0 0 4 0 0
1373565429 0 5002 0 0 0 0 0 0 0 0 0 4 0 0
1373650361 0 5209 0 0 0 0 0 0 0 0 0 4 0 0
1374101657 0 5325 0 0 0 0 0 0 0 0 0 4 0 0
1374181416 0 5354 0 0 0 0 0 0 0 0 0 4 0 0
1374187007 0 5388 0 0 0 0 0 0 0 0 0 4 0 0
1374189352 0 5394 0 0 0 0 0 0 0 0 0 4 0 0
1374249746 0 5394 0 0 0 0 0 0 0 0 0 4 0 0
1374532118 0 5402 0 0 0 0 0 0 0 0 0 4 0 0
1374602847 0 5421 0 0 0 0 0 0 0 0 0 4 0 0
1374680192 0 5428 0 0 0 0 0 0 0 0 0 4 0 0
1374681251 0 5428 0 0 0 0 0 0 0 0 0 4 0 0
1374706492 0 5674 0 0 0 0 0 0 0 0 0 4 0 0
1374709842 0 5693 0 0 0 0 0 0 0 0 0 4 0 0
1374788973 0 5714 0 0 0 0 0 0 0 0 0 4 0 0
1374793667 0 5734 0 0 0 0 0 0 0 0 0 4 0 0
1375030975 0 5748 0 0 0 0 0 0 0 0 0 4 0 0
1375121378 0 5750 0 0 0 0 0 0 0 0 0 4 0 0
1375317346 0 5759 0 0 0 0 0 0 0 0 0 4 0 0
1375473183 0 5831 0 0 0 0 0 0 0 0 0 4 0 0
1375826768 0 5880 0 0 0 0 0 0 0 0 0 4 0 0
1375999183 0 5943 0 0 0 0 0 0 0 0 0 4 0 0
1376097063 0 6181 0 0 0 0 0 0 0 0 0 4 0 0
1376325403 0 6182 0 0 0 0 0 0 0 0 0 4 0 0
1376341396 0 6275 0 0 0 0 0 0 0 0 0 4 0 0
1376358094 0 6340 0 0 0 0 0 0 0 0 0 4 0 0
1376412065 0 6341 0 0 0 0 0 0 0 0 0 4 0 0
1376413584 0 6341 0 0 0 0 0 0 0 0 0 4 0 0
1376414908 0 6393 0 0 0 0 0 0 0 0 0 4 0 0
1376414956 0 6393 0 0 0 0 0 0 0 0 0 4 0 0
1376691152 0 6561 0 0 0 0 0 0 0 0 0 4 0 0
1377021588 0 6563 0 0 0 0 0 0 0 0 0 4 0 0
1377028333 0 6586 0 0 0 0 0 0 0 0 0 4 0 0
1377106079 0 6601 0 0 0 0 0 0 0 0 0 4 0 0
1377111802 0 6708 0 0 0 0 0 0 0 0 0 4 0 0
1377193245 0 6737 0 0 0 0 0 0 0 0 0 4 0 0
1377215062 0 6744 0 0 0 0 0 0 0 0 0 4 0 0
1377792509 0 7161 0 0 0 0 0 0 0 0 0 4 0 0
1377905263 0 7342 0 0 0 0 0 0 0 0 0 4 0 0
1378308675 0 7778 0 0 0 0 0 0 0 0 0 4 0 0
1378328681 0 7927 0 0 0 0 0 0 0 0 0 4 0 0
1378328973 0 7927 0 0 0 0 0 0 0 0 0 4 0 0
1378395821 0 7950 0 0 0 0 0 0 0 0 0 4 0 0
1378425489 0 8099 0 0 0 0 0 0 0 0 0 4 0 0
1378510662 0 8233 0 0 0 0 0 0 0 0 0 4 0 0
1378582912 0 8306 0 0 0 0 0 0 0 0 0 4 0 0
1378681919 0 8328 0 0 0 0 0 0 0 0 0 4 0 0
1378755502 0 8389 0 0 0 0 0 0 0 0 0 4 0 0
1378838196 0 8393 0 0 0 0 0 0 0 0 0 4 0 0
1378839887 0 8397 0 0 0 0 0 0 0 0 0 4 0 0
1379011977 5 8397 0 0 0 0 0 0 0 0 0 4 0 0
1379014508 14 8397 0 0 0 0 0 0 0 0 0 4 0 0
1379546731 75 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380125975 102 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380130471 102 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380149139 121 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380193081 156 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380214241 238 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380216374 247 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380219835 302 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380220395 307 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380271731 334 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380272483 366 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380277368 386 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380285480 448 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380285657 510 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380292241 561 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380323395 638 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380324231 659 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380610300 708 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380614293 774 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380617676 776 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380626138 833 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380692963 850 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380709938 943 8397 0 0 0 0 0 0 0 0 0 4 0 0
1380738028 943 8399 0 0 0 0 0 0 0 0 0 4 0 0
1380738118 943 8399 0 0 0 0 0 0 0 0 0 4 0 0
1380747192 997 8399 0 0 0 0 0 0 0 0 0 4 0 0
1380747234 997 8399 0 0 0 0 0 0 0 0 0 4 0 0
1380812823 1257 8399 0 0 0 0 0 0 0 0 0 4 0 0
1380819080 1293 8399 0 0 0 0 0 0 0 0 0 4 0 0
1380827111 1293 8407 0 0 0 0 0 0 0 0 0 4 0 0
1380829779 1294 8407 0 0 0 0 0 0 0 0 0 4 0 0
1380834894 1355 8407 0 0 0 0 0 0 0 0 0 4 0 0
1380885662 1420 8407 0 0 0 0 0 0 0 0 0 4 0 0
1380892444 1487 8407 0 0 0 0 0 0 0 0 0 4 0 0
1380907529 1487 8416 0 0 0 0 0 0 0 0 0 4 0 0
1380907644 1487 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381145767 1533 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381147265 1533 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381172340 1656 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381221958 1657 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381234291 1786 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381254766 1815 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381259986 1899 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381268333 1953 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381303244 1955 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381307936 1965 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381314917 2038 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381328482 2055 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381330001 2071 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381331944 2081 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381332508 2097 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381404638 2157 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381425463 2162 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381497219 2166 8416 0 0 0 0 0 0 0 0 0 4 0 0
1381740582 2234 8416 0 0 0 0 0 0 0 0 0 4 0 0
1382013686 2239 8416 0 0 0 0 0 0 0 0 0 4 0 0
1382013779 2239 8416 0 0 0 0 0 0 0 0 0 4 0 0
1382013913 2239 8416 0 0 0 0 0 0 0 0 0 4 0 0
1382135688 2239 8417 0 0 0 0 0 0 0 0 0 4 0 0
1382140527 2239 8417 0 0 0 0 0 0 0 0 0 4 0 0
1382184614 2248 8417 0 0 0 0 0 0 0 0 0 4 0 0
1382187092 2249 8417 0 0 0 0 0 0 0 0 0 4 0 0
1382200596 2251 8417 0 0 0 0 0 0 0 0 0 4 0 0
1382202578 2279 8417 0 0 0 0 0 0 0 0 0 4 0 0
1382216164 2447 8417 0 0 0 0 0 0 0 0 0 4 0 0
1382218976 2470 8417 0 0 0 0 0 0 0 0 0 4 0 0
1382219530 2560 8417 0 0 0 0 0 0 0 0 0 4 0 0
1382220390 2565 8417 0 0 0 0 0 0 0 0 0 4 0 0
1382439322 2588 8417 0 0 0 0 0 0 0 0 0 4 0 0
1382439536 2588 8417 0 0 0 0 0 0 0 0 0 4 0 0
1382466725 2955 8417 0 0 0 0 0 0 0 0 0 4 0 0
1382466861 2955 8420 0 0 0 0 0 0 0 0 0 4 0 0
1382466873 2955 8420 0 0 0 0 0 0 0 0 0 4 0 0
1382472701 2967 8420 0 0 0 0 0 0 0 0 0 4 0 0
1382473884 2967 8421 0 0 0 0 0 0 0 0 0 4 0 0
1382473892 2967 8421 0 0 0 0 0 0 0 0 0 4 0 0
1382533480 2972 8421 0 0 0 0 0 0 0 0 0 4 0 0
1382536048 2994 8421 0 0 0 0 0 0 0 0 0 4 0 0
1382566835 3015 8421 0 0 0 0 0 0 0 0 0 4 0 0
1382886673 3017 8421 0 0 0 0 0 0 0 0 0 4 0 0
1383612195 3017 8421 1476 0 0 0 0 0 0 0 0 4 0 0
1383612213 3017 8421 1481 0 0 0 0 0 0 0 0 4 0 0
1383689501 3017 8421 1486 0 0 0 0 0 0 0 0 4 0 0
1383689551 3017 8421 1487 0 0 0 0 0 0 0 0 4 0 0
1383689580 3017 8421 1880 0 0 0 0 0 0 0 0 4 0 0
1383780078 3049 8421 1880 0 0 0 0 0 0 0 0 4 0 0
1383853555 3049 8421 1891 0 0 0 0 0 0 0 0 4 0 0
1383853631 3049 8421 1897 0 0 0 0 0 0 0 0 4 0 0
1383910786 3156 8421 1897 0 0 0 0 0 0 0 0 4 0 0
1383913168 3169 8421 1897 0 0 0 0 0 0 0 0 4 0 0
1383919620 3215 8421 1897 0 0 0 0 0 0 0 0 4 0 0
1383920604 3245 8421 1897 0 0 0 0 0 0 0 0 4 0 0
1383921067 3249 8421 1897 0 0 0 0 0 0 0 0 4 0 0
1383922808 3278 8421 1897 0 0 0 0 0 0 0 0 4 0 0
1383926849 3300 8421 1897 0 0 0 0 0 0 0 0 4 0 0
1383934436 3338 8421 1897 0 0 0 0 0 0 0 0 4 0 0
1383936095 3338 8421 1903 0 0 0 0 0 0 0 0 4 0 0
1383936249 3338 8421 1911 0 0 0 0 0 0 0 0 4 0 0
1383937037 3368 8421 1911 0 0 0 0 0 0 0 0 4 0 0
1383948866 3368 8421 1912 0 0 0 0 0 0 0 0 4 0 0
1384016304 3555 8421 1912 0 0 0 0 0 0 0 0 4 0 0
1384113963 3555 8421 1912 0 0 0 0 0 0 0 0 4 0 0
1384283254 3555 8422 1912 0 0 0 0 0 0 0 0 4 0 0
1384454187 3555 8422 1917 0 0 0 0 0 0 0 0 4 0 0
1384815797 3555 8422 1951 0 0 0 0 0 0 0 0 4 0 0
1384816308 3555 8422 1951 0 0 0 0 0 0 0 0 4 0 0
1384816433 3555 8422 1951 0 0 0 0 0 0 0 0 4 0 0
1384975553 3555 8606 1951 0 0 0 0 0 0 0 0 4 0 0
1384982032 3555 8606 2000 0 0 0 0 0 0 0 0 4 0 0
1384982735 3555 8608 2000 0 0 0 0 0 0 0 0 4 0 0
1384994505 3555 8625 2000 0 0 0 0 0 0 0 0 4 0 0
1385058795 3555 8626 2000 0 0 0 0 0 0 0 0 4 0 0
1385063956 3555 8686 2000 0 0 0 0 0 0 0 0 4 0 0
1385080167 3555 8686 2017 0 0 0 0 0 0 0 0 4 0 0
1385080534 3555 8686 2023 0 0 0 0 0 0 0 0 4 0 0
